2022-05-09 10:46:20,174 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-09 10:46:20,215 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-09 10:46:20,216 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-05-09 10:46:20,217 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-05-09 10:46:20,219 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-05-09 10:46:20,220 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-05-09 10:46:20,227 INFO  SwAddin.cs: 201 - Setting up command manager
2022-05-09 10:46:20,238 INFO  SwAddin.cs: 204 - Adding command manager
2022-05-09 10:46:20,242 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-05-09 10:46:20,243 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-05-09 10:46:20,244 INFO  SwAddin.cs: 210 - Adding event handlers
2022-05-09 10:46:20,248 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-05-09 11:05:53,574 INFO  SwAddin.cs: 294 - Assembly export called for file SHOPIPAL_CART_ASSEMBLY_Rev1.5
2022-05-09 11:06:01,609 INFO  SwAddin.cs: 294 - Assembly export called for file SHOPIPAL_CART_ASSEMBLY_Rev1.5
2022-05-09 11:06:07,041 INFO  SwAddin.cs: 313 - Saving assembly
2022-05-09 11:06:07,835 INFO  SwAddin.cs: 316 - Opening property manager
2022-05-09 11:06:07,855 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SHOPIPAL_CART_ASSEMBLY_Rev1.5
2022-05-09 11:06:07,861 INFO  ExportHelperExtension.cs: 1136 - Found 133 in SHOPIPAL_CART_ASSEMBLY_Rev1.5
2022-05-09 11:06:07,862 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [CoordSys] in SHOPIPAL_CART_ASSEMBLY_Rev1.5
2022-05-09 11:06:07,863 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-09 11:06:07,865 INFO  ExportHelperExtension.cs: 1160 - 36 components to check
2022-05-09 11:06:07,866 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from WHEEL_CONNECTOR_Rev1.0-1
2022-05-09 11:06:07,866 INFO  ExportHelperExtension.cs: 1136 - Found 42 in WHEEL_CONNECTOR_Rev1.0-1
2022-05-09 11:06:07,874 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in WHEEL_CONNECTOR_Rev1.0-1
2022-05-09 11:06:07,882 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CART_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,883 INFO  ExportHelperExtension.cs: 1136 - Found 65 in CART_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,884 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CART_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,884 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SURFACE-1
2022-05-09 11:06:07,885 INFO  ExportHelperExtension.cs: 1136 - Found 27 in SURFACE-1
2022-05-09 11:06:07,885 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SURFACE-1
2022-05-09 11:06:07,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CASTOR 4 INCH VINTECH-2
2022-05-09 11:06:07,886 INFO  ExportHelperExtension.cs: 1136 - Found 61 in CASTOR 4 INCH VINTECH-2
2022-05-09 11:06:07,887 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CASTOR 4 INCH VINTECH-2
2022-05-09 11:06:07,887 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,887 INFO  ExportHelperExtension.cs: 1136 - Found 64 in L_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,888 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from WHEEL_CONNECTOR_Rev1.0-3
2022-05-09 11:06:07,888 INFO  ExportHelperExtension.cs: 1136 - Found 42 in WHEEL_CONNECTOR_Rev1.0-3
2022-05-09 11:06:07,889 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in WHEEL_CONNECTOR_Rev1.0-3
2022-05-09 11:06:07,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BASE_PLATE_Rev1.0-1
2022-05-09 11:06:07,890 INFO  ExportHelperExtension.cs: 1136 - Found 29 in BASE_PLATE_Rev1.0-1
2022-05-09 11:06:07,890 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BASE_PLATE_Rev1.0-1
2022-05-09 11:06:07,890 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CASTOR 4 INCH VINTECH-4
2022-05-09 11:06:07,891 INFO  ExportHelperExtension.cs: 1136 - Found 61 in CASTOR 4 INCH VINTECH-4
2022-05-09 11:06:07,891 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CASTOR 4 INCH VINTECH-4
2022-05-09 11:06:07,892 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CRATE_Rev1.0-1
2022-05-09 11:06:07,892 INFO  ExportHelperExtension.cs: 1136 - Found 69 in CRATE_Rev1.0-1
2022-05-09 11:06:07,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CRATE_Rev1.0-1
2022-05-09 11:06:07,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from R_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,893 INFO  ExportHelperExtension.cs: 1136 - Found 65 in R_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in R_WHEEL_SUBASSEMBLY_Rev1.0-1
2022-05-09 11:06:07,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Sensor_Plate_Assembly-1
2022-05-09 11:06:07,895 INFO  ExportHelperExtension.cs: 1136 - Found 83 in Sensor_Plate_Assembly-1
2022-05-09 11:06:07,895 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Sensor_Plate_Assembly-1
2022-05-09 11:06:07,895 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 90_DEG_CONNECTOR_Rev1.0-10
2022-05-09 11:06:07,896 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 90_DEG_CONNECTOR_Rev1.0-10
2022-05-09 11:06:07,896 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 90_DEG_CONNECTOR_Rev1.0-10
2022-05-09 11:06:07,897 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 90_DEG_CONNECTOR_Rev1.0-12
2022-05-09 11:06:07,897 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 90_DEG_CONNECTOR_Rev1.0-12
